Image_6	5.5149	0.0033	5.4769	0.0334	0.0002	0.0002
Image_6	5.4277	0.0013	5.3922	0.0332	0.0001	0.0
Image_6	5.4613	0.0013	5.4253	0.0336	0.0001	0.0
Image_6	5.4777	0.0013	5.4421	0.0333	0.0001	0.0
Image_6	5.4957	0.0013	5.4599	0.0334	0.0001	0.0
Image_6	5.5052	0.0013	5.4694	0.0335	0.0001	0.0
Image_6	5.5034	0.0013	5.4679	0.0332	0.0002	0.0
Image_6	5.502	0.0013	5.4667	0.0329	0.0001	0.0
Image_6	5.5133	0.0013	5.4769	0.0339	0.0002	0.0
Image_6	5.5082	0.0013	5.4727	0.0332	0.0002	0.0
Image_6	5.5125	0.0013	5.4767	0.0336	0.0001	0.0
Image_6	5.5048	0.0012	5.4698	0.0329	0.0001	0.0
Image_6	5.5056	0.0013	5.47	0.0334	0.0002	0.0
Image_6	5.4859	0.0013	5.4796	0.0042	0	0
Image_6	5.5066	0.0013	5.4714	0.033	0.0002	0.0
Image_6	5.4775	0.0013	5.4711	0.0043	0	0
Image_6	5.5028	0.0013	5.4669	0.0335	0.0002	0.0
Image_6	5.5088	0.0013	5.473	0.0335	0.0001	0.0
Image_6	5.5164	0.0013	5.4806	0.0335	0.0002	0.0
Image_6	5.4926	0.0013	5.4837	0.0069	0	0
Image_7	4.3339	0.0012	4.3137	0.0181	0.0001	0.0
Image_7	4.3342	0.0013	4.3141	0.0179	0.0001	0.0
Image_7	4.3448	0.0013	4.3244	0.0182	0.0001	0.0
Image_7	4.3411	0.0013	4.3207	0.0182	0.0001	0.0
Image_7	4.3409	0.0013	4.3206	0.0182	0.0001	0.0
Image_7	4.3403	0.0013	4.32	0.0182	0.0001	0.0
Image_7	4.3371	0.0013	4.3168	0.0181	0.0001	0.0
Image_7	4.3351	0.0013	4.3149	0.0181	0.0001	0.0
Image_7	4.3388	0.0013	4.3189	0.0178	0.0001	0.0
Image_7	4.3429	0.0013	4.3227	0.0181	0.0001	0.0
Image_7	4.337	0.0013	4.3169	0.0178	0.0001	0.0
Image_7	4.3404	0.0013	4.32	0.0183	0.0001	0.0
Image_7	4.3442	0.0013	4.3238	0.0182	0.0001	0.0
Image_7	4.3263	0.0013	4.3182	0.0061	0	0
Image_7	4.324	0.0013	4.3158	0.0062	0	0
Image_7	4.3297	0.0013	4.3096	0.018	0.0001	0.0
Image_7	4.3305	0.0013	4.3103	0.0181	0.0001	0.0
Image_7	4.3322	0.0013	4.312	0.0181	0.0001	0.0
