Image_6	5.4955	0.0032	5.4885	0.0026	0.0002	0.0004
Image_7	4.269	0.0013	4.2655	0.0013	0.0001	0.0004
Image_140	5.1036	0.0013	5.1005	0.0006	0.0001	0.0004
Image_180	4.209	0.0013	4.2057	0.0007	0.0001	0.0004
Image_205	4.9405	0.0013	4.9354	0.0022	0.0001	0.0004
Image_209	4.6359	0.0013	4.6325	0.001	0.0001	0.0004
Image_228	5.3924	0.0013	5.3886	0.0009	0.0001	0.0004
Image_265	5.7492	0.0013	5.7424	0.0043	0.0001	0.0003
Image_325	4.043	0.0013	4.0398	0.0008	0.0001	0.0003
Image_337	4.2918	0.0013	4.2866	0.0024	0.0002	0.0003
Image_342	4.1161	0.0013	4.1128	0.001	0.0001	0.0004
Image_409	4.4602	0.0012	4.455	0.0023	0.0001	0.0004
Image_411	4.4003	0.0013	4.3965	0.0009	0.0001	0.0004
Image_424	4.8845	0.0013	4.8796	0.002	0.0001	0.0004
Image_618	6.6249	0.0013	6.6223	0.0004	0.0001	0.0004
Image_711	7.4456	0.0013	7.4424	0.001	0.0001	0.0004
Image_713	7.4907	0.0013	7.4864	0.0021	0.0001	0.0003
Image_852	5.2932	0.0013	5.2894	0.0009	0.0001	0.0004
Image_862	4.2813	0.0013	4.2763	0.0023	0.0001	0.0004
Image_972	4.8103	0.0013	4.8055	0.0019	0.0001	0.0004
Image_972_1	1.8445	0.0013	1.8412	0.001	0.0002	0.0003
Image_972_2	1.8453	0.0013	1.842	0.001	0.0001	0.0004
Image_972_3	1.8324	0.0013	1.8293	0.0008	0.0001	0.0004
Image_974	5.0694	0.0013	5.0659	0.0009	0.0001	0.0003
Image_975	6.4778	0.0013	6.4743	0.0012	0.0001	0.0003
Image_975_1	1.8186	0.0013	1.8159	0.0006	0.0001	0.0003
Image_975_2	1.8222	0.0013	1.8194	0.0007	0.0001	0.0004
Image_975_3	1.8088	0.0013	1.8062	0.0005	0.0002	0.0004
Image_997	6.3368	0.0013	6.3326	0.0016	0.0001	0.0004
Image_1060	5.1194	0.0013	5.1156	0.0011	0.0002	0.0004
Image_1079	6.8277	0.0013	6.8236	0.0016	0.0002	0.0004
Image_1079_1	3.0481	0.0013	3.045	0.001	0.0001	0.0004
Image_1079_2	3.05	0.0013	3.0467	0.0011	0.0001	0.0003
Image_1080	4.2873	0.0013	4.2823	0.0019	0.0001	0.0004
Image_1094	4.2718	0.0013	4.267	0.0018	0.0001	0.0004
Image_1096	4.2577	0.0013	4.2528	0.0021	0.0001	0.0003
Image_1098	4.4002	0.0013	4.3946	0.0028	0.0001	0.0004
Image_1103	5.0578	0.0013	5.0544	0.0008	0.0001	0.0004
Image_1104	6.2115	0.0013	6.2076	0.0017	0.0001	0.0003
Image_1181	6.5548	0.0013	6.5504	0.0022	0.0001	0.0004
Image_1225	4.3057	0.0013	4.3013	0.0015	0.0001	0.0004
Image_1263	4.296	0.0013	4.2915	0.0015	0.0001	0.0004
Image_1268	4.1915	0.0013	4.1873	0.0014	0.0001	0.0004
Image_1286	4.2165	0.0013	4.2127	0.0008	0.0002	0.0003
Image_1378	4.0751	0.0012	4.0709	0.0012	0.0001	0.0003
Image_1379	4.1589	0.0013	4.1551	0.001	0.0001	0.0004
Image_1426	4.3551	0.0013	4.3498	0.0023	0.0001	0.0004
Image_2366	6.3256	0.0013	6.3218	0.0015	0.0002	0.0003
Image_2366_1	2.7709	0.0013	2.7679	0.0009	0.0001	0.0004
Image_2366_2	2.7843	0.0012	2.7813	0.0009	0.0001	0.0004
Image_2366_3	5.6868	0.0012	5.6834	0.0012	0.0002	0.0004
tag1	0.2294	0.0013	0.2266	0.0008	0.0002	0.0003
tag4	0.2545	0.0013	0.2511	0.0013	0.0001	0.0004
tag5	0.2441	0.0012	0.2409	0.0012	0.0002	0.0003
tag6	0.2399	0.0012	0.2368	0.0011	0.0001	0.0003
tag7	0.2453	0.0013	0.242	0.0012	0.0001	0.0003
tag8	0.2239	0.0013	0.2211	0.0007	0.0001	0.0004
tag11	0.2345	0.0012	0.2315	0.001	0.0002	0.0004
tag12	0.225	0.0012	0.2222	0.0008	0.0001	0.0004
tag13	0.2281	0.0012	0.2253	0.0008	0.0001	0.0003
